Title,US Gross,,,,
Nacho Libre,80197993,,,,
Narc,10465659,,,,
The Chronicles of Narnia: Prince Caspian,141621490,,,,
National Treasure,173005002,,,,
The Nativity Story,37629831,,,,
Never Back Down,24850922,,,,
Into the Blue,18782227,,,,
Shinjuku Incident,0,,,,
No Country for Old Men,74273505,,,,
The Incredibles,261441092,,,,
The Negotiator,44705766,,,,
A Nightmare on Elm Street,63075011,,,,
Not Easily Broken,10572742,,,,
The New Guy,28972187,,,,
The Newton Boys,10341093,,,,
The Next Best Thing,14983572,,,,
Northfork,1420578,,,,
In Good Company,45489752,,,,
Notting Hill,116089678,,,,
Little Nicky,39442871,,,,
Nicholas Nickleby,1562800,,,,
Nim's Island,48006762,,,,
Ninja Assassin,38122883,,,,
The Ninth Gate,18653746,,,,
Never Let Me Go,186830,,,,
Lucky Numbers,10014234,,,,
Night at the Museum: Battle of the Smithsonian,177243721,,,,
Nick and Norah's Infinite Playlist,31487293,,,,
Notorious,36842118,,,,
No End In Sight,1433319,,,,
Nomad,79123,,,,
No Man's Land,1067481,,,,
No Reservations,43107979,,,,
The Notebook,81001787,,,,
November,191862,,,,
Novocaine,2025238,,,,
Nowhere in Africa,6173485,,,,
Napoleon Dynamite,44540956,,,,
North Country,18324242,,,,
The Namesake,13610521,,,,
Inside Deep Throat,691880,,,,
Intolerable Cruelty,35327628,,,,
The Interpreter,72708161,,,,
The Night Listener,7836393,,,,
The International,25450527,,,,
The Number 23,35193167,,,,
Nurse Betty,25170054,,,,
Jimmy Neutron: Boy Genius,80936232,,,,
Nutty Professor II: The Klumps,123307945,,,,
Never Again,307631,,,,
Finding Neverland,51676606,,,,
Into the Wild,18354356,,,,
The New World,12712093,,,,
Nochnoy dozor,1502188,,,,
New York Minute,14018364,,,,
The Object of my Affection,29145924,,,,
Orange County,41059716,,,,
Ocean's Eleven,183417150,,,,
Ocean's Twelve,125531634,,,,
Ocean's Thirteen,117144465,,,,
Oceans,19422319,,,,
Office Space,10827813,,,,
White Oleander,16357770,,,,
The Omen,54607383,,,,
Any Given Sunday,75530832,,,,
Once,9445857,,,,
Once in a Lifetime: the Extraordinary Story of the New York Cosmos,144601,,,,
One Hour Photo,31597131,,,,
One True Thing,23337196,,,,
Ong-Bak 2,102458,,,,
On the Line,4356743,,,,
One Night with the King,13395961,,,,
Opal Dreams,14443,,,,
Open Season,85105259,,,,
Open Water,30500882,,,,
Open Range,58328680,,,,
The Order,7659747,,,,
Orgazmo,582024,,,,
Original Sin,16521410,,,,
Osama,1127331,,,,
Oscar and Lucinda,1612957,,,,
Old School,75155000,,,,
Osmosis Jones,13596911,,,,
American Outlaws,13264986,,,,
Oliver Twist,2070920,,,,
Out Cold,13906394,,,,
Outlander,166003,,,,
Out of Sight,37562568,,,,
Out of Time,41083108,,,,
The Out-of-Towners,28544120,,,,
Owning Mahowny,1011054,,,,
The Pacifier,113006880,,,,
El Laberinto del Fauno,37634615,,,,
The Passion of the Christ,370782930,,,,
Patch Adams,135041968,,,,
Payback,81526121,,,,
Paycheck,53789313,,,,
Max Payne,40687294,,,,
The Princess Diaries 2: Royal Engagement,95149435,,,,
The Princess Diaries,108244774,,,,
The Peacemaker,41263140,,,,
Peter Pan,48417850,,,,
People I Know,121972,,,,
Perrier's Bounty,828,,,,
A Perfect Getaway,15515460,,,,
Phat Girlz,7061128,,,,
Poolhall Junkies,563711,,,,
The Phantom of the Opera,51225796,,,,
Phone Booth,46566212,,,,
The Pianist,32519322,,,,
The Pink Panther,82226474,,,,
Pirates of the Caribbean: The Curse of the Black Pearl,305411224,,,,
Pirates of the Caribbean: Dead Man's Chest,423315812,,,,
Pirates of the Caribbean: At World's End,309420425,,,,
The Chronicles of Riddick,57712751,,,,
Pitch Black,39235088,,,,
Play it to the Bone,8427204,,,,
Screwed,6982680,,,,
Percy Jackson & the Olympians: The Lightning Thief,88761720,,,,
"Paris, je t'aime",4857374,,,,
Princess Kaiulani,883454,,,,
Lake Placid,31770413,,,,
The Back-up Plan,37490007,,,,
The Pledge,19719930,,,,
Proof of Life,32598931,,,,
Pollock,8596914,,,,
Planet of the Apes,180011740,,,,
Please Give,4028339,,,,
Planet 51,42194060,,,,
The Adventures of Pluto Nash,4411102,,,,
The Players Club,23047939,,,,
Paranormal Activity,107918810,,,,
The Pineapple Express,87341380,,,,
Pinocchio,3681811,,,,
Pandaemonium,0,,,,
Pandorum,10330853,,,,
The Punisher,33664370,,,,
Pokemon 2000,43746923,,,,
Pokemon 3: The Movie,17052128,,,,
The Polar Express,181320597,,,,
Along Came Polly,88073507,,,,
Gake no ue no Ponyo,15090399,,,,
Pootie Tang,3293258,,,,
Poseidon,60674817,,,,
Possession,10103647,,,,
Peter Pan: Return to Neverland,48430258,,,,
Practical Magic,46850558,,,,
The Devil Wears Prada,124740460,,,,
The Boat That Rocked,8017467,,,,
Paparazzi,15712072,,,,
Primary Colors,39017984,,,,
Precious (Based on the Novel Push by Sapphire),47566524,,,,
Pride and Glory,15740721,,,,
Pride and Prejudice,38372662,,,,
The Road to Perdition,104054514,,,,
Predators,51920690,,,,
Prefontaine,590817,,,,
Perfume: The Story of a Murderer,2223293,,,,
The Prince & Me,28165882,,,,
The Perfect Man,16535005,,,,
The Pursuit of Happyness,162586036,,,,
Primer,424760,,,,
Pearl Harbor,198539855,,,,
Premonition,47852604,,,,
The Prince of Egypt,101413188,,,,
The Producers: The Movie Musical,19398532,,,,
Prom Night,43869350,,,,
Proof,7535331,,,,
Panic Room,95308367,,,,
The Proposal,163958031,,,,
Prince of Persia: Sands of Time,90755643,,,,
The Prestige,53089891,,,,
The Party's Over,0,,,,
The Postman,17650704,,,,
Psycho Beach Party,267972,,,,
Psycho,21541218,,,,
The Patriot,113330342,,,,
Public Enemies,97104620,,,,
The Powerpuff Girls,11411644,,,,
Pulse,20264436,,,,
Punch-Drunk Love,17791031,,,,
Punisher: War Zone,8050977,,,,
Push,31811527,,,,
Pushing Tin,8408835,,,,
The Painted Veil,8060487,,,,
Pay it Forward,33508922,,,,
Queen of the Damned,30307804,,,,
The Quiet American,12987647,,,,
All the Queen's Men,22723,,,,
Quarantine,31691811,,,,
The Queen,56441711,,,,
Quest for Camelot,22772500,,,,
The Quiet,381420,,,,
Quinceanera,1692693,,,,
Rabbit-Proof Fence,6199600,,,,
Radio,52333738,,,,
The Rainmaker,45916769,,,,
Rambo,42754105,,,,
Random Hearts,31054924,,,,
Rugrats in Paris,76501438,,,,
Rugrats Go Wild,39402572,,,,
Ratatouille,206445654,,,,
Ray,75305995,,,,
BloodRayne,2405420,,,,
Rollerball,18990542,,,,
Robin Hood,105269730,,,,
Robots,128200012,,,,
A Room for Romeo Brass,20097,,,,
Runaway Bride,152257509,,,,
Racing Stripes,49772522,,,,
Rocky Balboa,70269899,,,,
The Road to El Dorado,50802661,,,,
Riding Giants,2276368,,,,
Red Dragon,92955420,,,,
The Reader,34192652,,,,
The Reaping,25126214,,,,
Rebound,16809014,,,,
Recess: School's Out,36696761,,,,
Redacted,65388,,,,
Red-Eye,57891803,,,,
Reign Over Me,19661987,,,,
The Relic,33956608,,,,
Religulous,13011160,,,,
Remember Me,19068240,,,,
"Remember Me, My Love",223878,,,,
Rent,29077547,,,,
The Replacements,44737059,,,,
The Replacement Killers,19035741,,,,
Resident Evil: Apocalypse,50740078,,,,
Resident Evil: Extinction,50648679,,,,
Resident Evil: Afterlife 3D  ,46368993,,,,
Resident Evil,40119709,,,,
Return to Me,32662299,,,,
Revolutionary Road,22911480,,,,
Be Kind Rewind,11175164,,,,
Reign of Fire,43061982,,,,
Reindeer Games,23360779,,,,
Rachel Getting Married,12796277,,,,
The Rugrats Movie,100494685,,,,
Riding in Cars with Boys,29781453,,,,
Ride With the Devil,630779,,,,
The Ring Two,75941727,,,,
Rize,3278611,,,,
The Adventures of Rocky & Bullwinkle,26000610,,,,
All the Real Girls,549666,,,,
Real Women Have Curves,5853194,,,,
Son of Rambow: A Home Movie,1785505,,,,
Romance and Cigarettes,551002,,,,
Reno 911!: Miami,20342161,,,,
Rounders,22921898,,,,
Rendition,9736045,,,,
The Rocker,6409528,,,,
Rock Star,16991902,,,,
The Rookie,75600072,,,,
Roll Bounce,17380866,,,,
Romeo Must Die,55973336,,,,
Ronin,41610884,,,,
The Ballad of Jack and Rose,712294,,,,
Red Planet,17480890,,,,
Requiem for a Dream,3635482,,,,
Rat Race,56607223,,,,
Rescue Dawn,5490423,,,,
The Real Cancun,3816594,,,,
Restless,0,,,,
Remember the Titans,115654751,,,,
Righteous Kill,40081410,,,,
Road Trip,68525609,,,,
The Ruins,17432844,,,,
Rules of Engagement,61322858,,,,
The Rundown,47641743,,,,
Running Scared,6855137,,,,
Running With Scissors,6775659,,,,
Rush Hour 2,226164286,,,,
Rush Hour 3,140125968,,,,
Rush Hour,141186864,,,,
Rushmore,17105219,,,,
R.V.,71724497,,,,
Ravenous,2062406,,,,
Raise Your Voice,10411980,,,,
Hotel Rwanda,23519128,,,,
Sahara,68671925,,,,
The Saint,61363304,,,,
The Salon,139084,,,,
I Am Sam,40270895,,,,
The Salton Sea,676698,,,,
Sex and the City 2,95347692,,,,
Saved!,8886160,,,,
Saving Silverman,19351569,,,,
Saw,55185045,,,,
Saw II,87025093,,,,
Saw III,80238724,,,,
Saw IV,63300095,,,,
Saw V,56746769,,,,
Saw VI,27693292,,,,
Say It Isn't So,5516708,,,,
Say Uncle,5361,,,,
The Adventures of Sharkboy and Lavagirl in 3-D,39177684,,,,
Seabiscuit,120277854,,,,
A Scanner Darkly,5501616,,,,
Scary Movie 2,71277420,,,,
Scary Movie 3,110000082,,,,
Scary Movie 4,90710620,,,,
Scooby-Doo 2: Monsters Unleashed,84185387,,,,
Scooby-Doo,153294164,,,,
About Schmidt,65005217,,,,
The School of Rock,81261177,,,,
School for Scoundrels,17807569,,,,
Scoop,10525717,,,,
The Score,71069884,,,,
Scream,103046663,,,,
Scream 2,101363301,,,,
Scream 3,89138076,,,,
The Scorpion King,90580000,,,,
George A. Romero's Survival of the Dead,101740,,,,
Stardust,38634938,,,,
Mar adentro,2086345,,,,
Selena,35450113,,,,
The Sentinel,36280697,,,,
September Dawn,901857,,,,
You Got Served,40066497,,,,
Serving Sara,16930185,,,,
Session 9,378176,,,,
Seven Years in Tibet,37945884,,,,
Sex and the City,152647258,,,,
Swordfish,69772969,,,,
Something's Gotta Give,124685242,,,,
Sugar Town,178095,,,,
Shade,22183,,,,
Shadow of the Vampire,8279017,,,,
Shaft,70327868,,,,
The Shaggy Dog,61123569,,,,
Scary Movie,157019771,,,,
Shaun of the Dead,13542874,,,,
Shortbus,1985292,,,,
She's All That,63465522,,,,
She's the Man,33889159,,,,
Sherrybaby,199176,,,,
Shallow Hal,70836296,,,,
Silent Hill,46982632,,,,
Shutter Island,128012934,,,,
Shakespeare in Love,100317794,,,,
In the Shadow of the Moon,1134358,,,,
Sherlock Holmes,209028679,,,,
She's Out of My League,31628317,,,,
Shooter,47003582,,,,
Shrek,267655011,,,,
Shrek 2,441226247,,,,
Shrek the Third,322719944,,,,
Shrek Forever After,238395990,,,,
Shark Tale,160861908,,,,
Shattered Glass,2207975,,,,
Stealing Harvard,13973532,,,,
Showtime,37948765,,,,
Sicko,24538513,,,,
The Siege,40934175,,,,
Signs,227965690,,,,
Simon Birch,18253415,,,,
A Simple Wish,8165213,,,,
The Simpsons Movie,183135014,,,,
Sinbad: Legend of the Seven Seas,26483452,,,,
Sin City,74103820,,,,
The Singing Detective,336456,,,,
The Sixth Sense,293506292,,,,
Super Size Me,11529368,,,,
The Skeleton Key,47907715,,,,
The Skulls,35007180,,,,
Sky High,63939454,,,,
Slackers,4814244,,,,
Ready to Rumble,12372410,,,,
Soldier,14623082,,,,
Sleepy Hollow,101068340,,,,
Lucky Number Slevin,22495466,,,,
The Secret Life of Bees,37766350,,,,
Hannibal,165092266,,,,
Southland Tales,275380,,,,
Slow Burn,1237615,,,,
Sleepover,9408183,,,,
The Bridge of San Luis Rey,49981,,,,
Slither,7802450,,,,
Slumdog Millionaire,141319928,,,,
Slums of Beverly Hills,5502773,,,,
Small Soldiers,55143823,,,,
Mr. And Mrs. Smith,186336279,,,,
Smokin' Aces,35662731,,,,
Someone Like You,27338033,,,,
Death to Smoochy,8355815,,,,
Simply Irresistible,4398989,,,,
Summer Catch,19693891,,,,
There's Something About Mary,176484651,,,,
Snake Eyes,55591409,,,,
Snakes on a Plane,34020814,,,,
Lemony Snicket's A Series of Unfortunate Events,118627117,,,,
House of Sand and Fog,13005485,,,,
A Sound of Thunder,1900451,,,,
See No Evil,15032800,,,,
The Shipping News,11405825,,,,
Shanghai Knights,60470220,,,,
Shanghai Noon,56932305,,,,
Snow Dogs,81150692,,,,
Snow Falling on Cedars,14378353,,,,
Sunshine,3688560,,,,
Snatch,30093107,,,,
Snow Day,60008303,,,,
Sorority Boys,10198766,,,,
Solaris,14970038,,,,
Solitary Man,4354546,,,,
The Soloist,31720158,,,,
Songcatcher,3050934,,,,
Sonny,17639,,,,
Standard Operating Procedure,228830,,,,
The Sorcerer's Apprentice,62492818,,,,
Soul Food,43492389,,,,
Soul Plane,13922211,,,,
"South Park: Bigger, Longer & Uncut",52037603,,,,
Space Jam,90463534,,,,
Spanglish,42044321,,,,
Spawn,54979992,,,,
Superbad,121463226,,,,
SpongeBob SquarePants,85416609,,,,
Space Chimps,30105968,,,,
Space Cowboys,90454043,,,,
Spider,1641788,,,,
Speed Racer,43945766,,,,
The Spiderwick Chronicles,71195053,,,,
Speedway Junky,17127,,,,
Speed II: Cruise Control,48097081,,,,
Sphere,37068294,,,,
Spiceworld,29342592,,,,
Spider-Man 2,373524485,,,,
Spider-Man 3,336530303,,,,
Spider-Man,403706375,,,,
Scott Pilgrim vs. The World,31167395,,,,
See Spot Run,33357476,,,,
Superman Returns,200120000,,,,
Supernova,14218868,,,,
Spirited Away,10049886,,,,
Spun,410241,,,,
Spy Game,62362560,,,,
Spy Kids 2: The Island of Lost Dreams,85846296,,,,
Spy Kids 3-D: Game Over,111760631,,,,
Spy Kids,112692062,,,,
The Square,406216,,,,
The Squid and the Whale,7372734,,,,
Serendipity,50255310,,,,
Saint Ralph,795126,,,,
Shaolin Soccer,488872,,,,
Superstar,30628981,,,,
Soul Survivors,3100650,,,,
Spirit: Stallion of the Cimarron,73215310,,,,
Star Wars Ep. II: Attack of the Clones,310676740,,,,
Star Wars Ep. III: Revenge of the Sith,380270577,,,,
Starship Troopers,54768952,,,,
The Station Agent,5801558,,,,
Stay Alive,23086480,,,,
Small Time Crooks,17266359,,,,
Steel,1686429,,,,
How Stella Got Her Groove Back,37672944,,,,
The Stepford Wives,59475623,,,,
Stepmom,91137662,,,,
Stomp the Yard,61356221,,,,
Stranger Than Fiction,40435190,,,,
The Legend of Suriyothai,454255,,,,
Stick It,26910736,,,,
Stigmata,50041732,,,,
A Stir of Echoes,21133087,,,,
Street Kings,26415649,,,,
Stuart Little,140015224,,,,
Stuart Little 2,64956806,,,,
Stealth,32116746,,,,
Steamboy,468867,,,,
The Statement,765637,,,,
Stolen Summer,119841,,,,
Stop-Loss,10915744,,,,
The Perfect Storm,182618434,,,,
The Story of Us,27100030,,,,
The Stepfather,29062561,,,,
State of Play,37017955,,,,
The Sisterhood of the Traveling Pants 2,44089964,,,,
Sisterhood of the Traveling Pants,39053061,,,,
Step Up,65328121,,,,
The Straight Story,6197866,,,,
Star Trek: First Contact,92027888,,,,
Star Trek: Insurrection,70187658,,,,
Star Trek: Nemesis,43254409,,,,
Alex Rider: Operation Stormbreaker,659210,,,,
The Strangers,52597610,,,,
Super Troopers,18492362,,,,
Strangers with Candy,2072645,,,,
Star Wars Ep. I: The Phantom Menace,431088297,,,,
Stuck On You,33832741,,,,
Step Up 2 the Streets,58017783,,,,
The Sum of All Fears,118471320,,,,
Sunshine State,3064356,,,,
Supercross,3102550,,,,
Surf's Up,58867694,,,,
Surrogates,38577772,,,,
Summer of Sam,19288130,,,,
Savage Grace,434417,,,,
Saving Private Ryan,216335085,,,,
S.W.A.T.,116877597,,,,
Sideways,71502303,,,,
Shall We Dance?,57887882,,,,
Secret Window,47958031,,,,
Swept Away,598645,,,,
Swimming Pool,10130108,,,,
The Sidewalks of New York,2402459,,,,
Swimfan,28563926,,,,
Sweet November,25288103,,,,
Sydney White,11892415,,,,
Switchback,6504442,,,,
Star Wars: The Clone Wars,35161554,,,,
The Sweetest Thing,24430272,,,,
"Six Days, Seven Nights",74339294,,,,
Sex Drive,8402485,,,,
Sexy Beast,6946056,,,,
Chinjeolhan geumjassi,211667,,,,
"Synecdoche, New York",3081925,,,,
Syriana,50824620,,,,
Suspect Zero,8712564,,,,
Tadpole,2891288,,,,
Tailor of Panama,13491653,,,,
Taken,145000989,,,,
Take the Lead,34742066,,,,
Talladega Nights: The Ballad of Ricky Bobby,148213377,,,,
The Talented Mr. Ripley,81292135,,,,
Tarnation,592014,,,,
Taxman,9871,,,,
Thunderbirds,6768055,,,,
The Best Man,34102780,,,,
Book of Shadows: Blair Witch 2,26421314,,,,
The Cave,15007991,,,,
This Christmas,49121934,,,,
The Core,31111260,,,,
The Thomas Crown Affair,69304264,,,,
The Damned United,449865,,,,
The Tale of Despereaux,50877145,,,,
Team America: World Police,32774834,,,,
Tea with Mussolini,14395874,,,,
Tears of the Sun,43632458,,,,
The Big Tease,185577,,,,
Not Another Teen Movie,37882551,,,,
Teeth,347578,,,,
Bridge to Terabithia,82234139,,,,
Terminator 3: Rise of the Machines,150358296,,,,
Terminator Salvation: The Future Begins,125322469,,,,
Transformers,319246193,,,,
Transformers: Revenge of the Fallen,402111870,,,,
"The Goods: Live Hard, Sell Hard",15122676,,,,
The Greatest Game Ever Played,15331289,,,,
The Ghost Writer,15541549,,,,
Joheunnom nabbeunnom isanghannom,128486,,,,
The Beach,39778599,,,,
The Box,15051977,,,,
The Wild Thornberrys,40108697,,,,
Bug,7006708,,,,
They,12840842,,,,
The Eye,31418697,,,,
The Fog,29511112,,,,
The Thin Red Line,36400491,,,,
Thirteen Days,34566746,,,,
The Kid,69688384,,,,
The Man,8330720,,,,
House on Haunted Hill,40846082,,,,
The One,43905746,,,,
Gwoemul,2201923,,,,
Thr3e,1008849,,,,
Three to Tango,10570375,,,,
The Thirteenth Floor,11810854,,,,
The 13th Warrior,32698899,,,,
The Tuxedo,50586000,,,,
The Tigger Movie,4554533,,,,
Timeline,19480739,,,,
The Adventures of Tintin: Secret of the Unicorn,0,,,,
Thirteen,4601043,,,,
Titan A.E.,22751979,,,,
Titanic,600788188,,,,
The Kids Are All Right,20553799,,,,
The League of Extraordinary Gentlemen,66465204,,,,
The Time Machine,56684819,,,,
Tomcats,13558739,,,,
The Mist,25593755,,,,
TMNT,54149098,,,,
Tomorrow Never Dies,125304276,,,,
The Royal Tenenbaums,52353636,,,,
Lara Croft: Tomb Raider: The Cradle of Life,65653758,,,,
Lara Croft: Tomb Raider,131144183,,,,
The Day After Tomorrow,186740799,,,,
Topsy Turvy,6201757,,,,
Torque,21176322,,,,
The Others,96522687,,,,
The Town,30980607,,,,
Toy Story 2,245852179,,,,
Toy Story 3,410640665,,,,
The Taking of Pelham 123,65452312,,,,
Treasure Planet,38120554,,,,
Traffic,124107476,,,,
Thomas and the Magic Railroad,15911332,,,,
Training Day,76261036,,,,
Traitor,23530831,,,,
Trapped,6916869,,,,
The Ring,129094024,,,,
Trippin',9017070,,,,
Star Trek,257730019,,,,
The Terminal,77073959,,,,
Transamerica,9015303,,,,
The Transporter 2,43095856,,,,
The Transporter,25296447,,,,
The Road,8114270,,,,
Tropic Thunder,110461307,,,,
Troy,133298577,,,,
xXx,141930000,,,,
Ta Ra Rum Pum,872643,,,,
The Truman Show,125618201,,,,
Trust the Man,1530535,,,,
Where the Truth Lies,872142,,,,
Tarzan,171091819,,,,
The Secret in Their Eyes,6374789,,,,
Tsotsi,2912606,,,,
Teacher's Pet: The Movie,6491969,,,,
The Time Traveler's Wife,63414846,,,,
The Touch,0,,,,
Tuck Everlasting,19161999,,,,
Thumbsucker,1328679,,,,
Turbulence,11532774,,,,
Turistas,7027762,,,,
The Wash,10097096,,,,
Two Girls and a Guy,2057193,,,,
The Wild,37384046,,,,
Twilight,15055091,,,,
Twisted,25195050,,,,
The Twilight Saga: New Moon,296623634,,,,
The Twilight Saga: Eclipse,300155447,,,,
Twilight,192769854,,,,
Town & Country,6712451,,,,
200 Cigarettes,6852450,,,,
The Texas Chainsaw Massacre: The Beginning,39517763,,,,
The Texas Chainsaw Massacre,80571655,,,,
Texas Rangers,623374,,,,
Tom yum goong,12044087,,,,
Thank You For Smoking,24793509,,,,
U2 3D,10363341,,,,
U-571,77086030,,,,
Undercover Brother,38230435,,,,
Underclassman,5654777,,,,
Dodgeball: A True Underdog Story,114326736,,,,
The Ugly Truth,88915214,,,,
Ultraviolet,18522064,,,,
Unaccompanied Minors,16655224,,,,
Unbreakable,94999143,,,,
The Unborn,42670410,,,,
Undead,41196,,,,
Underworld,51970690,,,,
Undiscovered,1069318,,,,
Undisputed,12398628,,,,
Underworld: Evolution,62318875,,,,
An Unfinished Life,8535575,,,,
Unfaithful,52752475,,,,
Universal Soldier II: The Return,10447421,,,,
Unknown,26403,,,,
Danny the Dog,24537621,,,,
Untraceable,28687835,,,,
Up,293004164,,,,
Up in the Air,83823381,,,,
The Upside of Anger,18761993,,,,
Urban Legend,38116707,,,,
Urban Legends: Final Cut,21468807,,,,
Urbania,1032075,,,,
Valkyrie,83077470,,,,
Valiant,19478106,,,,
Valentine,20384136,,,,
Cirque du Freak: The Vampire's Assistant,14046595,,,,
The Legend of Bagger Vance,30695227,,,,
Raising Victor Vargas,2073984,,,,
In the Valley of Elah,6777741,,,,
Venom,881745,,,,
Venus,3347411,,,,
Vanity Fair,16123851,,,,
V for Vendetta,70511035,,,,
The Velocity of Gary,34145,,,,
Van Helsing,120150546,,,,
The Village,114197520,,,,
The Virgin Suicides,4859475,,,,
Virus,14010690,,,,
The Visitor,9427026,,,,
A Very Long Engagement,6167817,,,,
Vertical Limit,68473360,,,,
Vampires,20268825,,,,
Vanilla Sky,100614858,,,,
Volcano,47546796,,,,
Volver,12899867,,,,
Kurtlar vadisi - Irak,0,,,,
The Flintstones in Viva Rock Vegas,35231365,,,,
Varsity Blues,52894169,,,,
Valentine's Day,110485654,,,,
National Lampoon's Van Wilder,21005329,,,,
The Wackness,2077046,,,,
Wag the Dog,43057470,,,,
Wah-Wah,234750,,,,
Waiting...,16124543,,,,
Waking Ned Devine,24793251,,,,
WALL-E,223808164,,,,
War,22466994,,,,
"War, Inc.",580862,,,,
Red Cliff,627047,,,,
The War of the Worlds,234280354,,,,
Watchmen,107509799,,,,
Water,5529144,,,,
Waitress,19097550,,,,
The Wendell Baker Story,127188,,,,
Winter's Bone,5951693,,,,
Wonder Boys,19389454,,,,
Waltz with Bashir,2283849,,,,
White Chicks,69148997,,,,
Wolf Creek,16186348,,,,
The Wedding Planner,60400856,,,,
Wonderland,1060512,,,,
Taking Woodstock,7460204,,,,
The Widow of St. Pierre,3058380,,,,
The Wedding Crashers,209218368,,,,
The Wedding Date,31726995,,,,
Tumbleweeds,1350248,,,,
We Own the Night,28563179,,,,
We Were Soldiers,78120196,,,,
The World's Fastest Indian,5128124,,,,
Les herbes folles,377556,,,,
What a Girl Wants,35990505,,,,
Whale Rider,20779666,,,,
Walk Hard: The Dewey Cox Story,18317151,,,,
Where the Heart Is,33771174,,,,
Whipped,4142507,,,,
Whip It,13043363,,,,
Welcome Home Roscoe Jenkins,42436517,,,,
When a Stranger Calls,47860214,,,,
What Dreams May Come,55485043,,,,
The White Countess,1669971,,,,
Wicker Park,12831121,,,,
Where the Wild Things Are,77233467,,,,
Wild Things,29795299,,,,
Wimbledon,16862585,,,,
Windtalkers,40914068,,,,
Because of Winn-Dixie,32647042,,,,
Wing Commander,11578022,,,,
Without Limits,780326,,,,
What Just Happened,1090947,,,,
What Lies Beneath,155464351,,,,
Walk the Line,119519402,,,,
A Walk to Remember,41227069,,,,
Willard,6882696,,,,
Wild Wild West,113805681,,,,
White Noise 2: The Light,0,,,,
White Noise,56094360,,,,
Wanted,134508551,,,,
Woman on Top,5018450,,,,
The Wolf Man,61979680,,,,
X-Men Origins: Wolverine,179883157,,,,
The Women,26902075,,,,
Woo,8064972,,,,
The Wood,25059640,,,,
Without a Paddle,58156435,,,,
What's the Worst That Could Happen?,32267774,,,,
Winter Passing,107492,,,,
What Planet Are You From?,6291602,,,,
Wordplay,3121270,,,,
The Wrestler,26236603,,,,
Walking Tall,46213824,,,,
World Trade Center,70278893,,,,
The Watcher,28946615,,,,
The Weather Man,12482775,,,,
Sky Captain and the World of Tomorrow,37760080,,,,
Whiteout,10275638,,,,
The Waterboy,161491646,,,,
Wrong Turn,15417771,,,,
What Women Want,182805123,,,,
The Way of the Gun,6047856,,,,
The X-Files: I Want to Believe,20982478,,,,
The X Files: Fight the Future,83898313,,,,
Extraordinary Measures,12482741,,,,
X-Men,157299717,,,,
X2,214949694,,,,
X-Men: The Last Stand,234362462,,,,
The Exploding Girl,25572,,,,
The Expendables,101384023,,,,
XXX: State of the Union,26873932,,,,
The Yards,882710,,,,
The Divine Secrets of the Ya-Ya Sisterhood,69586544,,,,
You Can Count on Me,9180275,,,,
Year One,43337279,,,,
Yes,396035,,,,
Yes Man,97690976,,,,
You Kill Me,2426851,,,,
"Yours, Mine and Ours",53359917,,,,
You've Got Mail,115821495,,,,
Youth in Revolt,15285588,,,,
Y Tu Mama Tambien (And Your Mother Too),13649881,,,,
Yu-Gi-Oh,19762690,,,,
The Young Unknowns,58163,,,,
The Young Victoria,11001272,,,,
Zathura,28045540,,,,
Zero Effect,2080693,,,,
Zoolander,45172250,,,,
Zombieland,75590286,,,,
Zack and Miri Make a Porno,31452765,,,,
Zodiac,33080084,,,,
Zoom,11989328,,,,
The Legend of Zorro,45575336,,,,
The Mask of Zorro,93828745,,,,