name,parent,value
7314027,Starter,Black Comedy
14246488,Starter,Drama
33201661,Starter,Comedy
6719864,Starter,Drama
130164645,Starter,Drama
16298046,Starter,Horror
44212592,Starter,Drama
927107,Starter,Drama
5383834,Starter,Drama
145096820,Starter,Comedy
104354205,Starter,Comedy
101800948,Starter,Comedy
15070285,Starter,Black Comedy
6003587,Starter,Drama
93607673,Starter,Romantic Comedy
65233369,Starter,Horror
31526393,Starter,Horror
65598907,Starter,Horror
58403409,Starter,Musical
84136909,Starter,Comedy
133375846,Starter,Thriller/Suspense
13038660,Starter,Drama
24044532,Starter,Drama
135560942,Starter,Comedy
30331165,Starter,Comedy
55762229,Starter,Comedy
39251128,Starter,Drama
32122249,Starter,Comedy
106885658,Starter,Comedy
28142535,Starter,Adventure
10965209,Starter,Thriller/Suspense
15962471,Starter,Drama
90757863,Starter,Adventure
18653615,Starter,Drama
20211394,Starter,Western
50866635,Starter,Adventure
2528664,Starter,Comedy
20733485,Starter,Drama
18597342,Starter,Comedy
1693000,Starter,Drama
82674398,Starter,Romantic Comedy
24419219,Starter,Thriller/Suspense
201578182,Starter,Adventure
13684949,Starter,Adventure
5881504,Starter,Drama
51877963,Starter,Adventure
15132763,Starter,Adventure
78616689,Starter,Drama
30199105,Starter,Thriller/Suspense
19551067,Starter,Adventure
9228788,Starter,Comedy
11003643,Starter,Drama
148478011,Starter,Romantic Comedy
9176000,Starter,Drama
16316273,Starter,Drama
20040895,Starter,Action
10672566,Starter,Thriller/Suspense
77222099,Starter,Action
22365133,Starter,Drama
5520368,Starter,Comedy
21170563,Starter,Comedy
84052762,Starter,Adventure
24185781,Starter,Drama
37752931,Starter,Drama
50980159,Starter,Drama
6525762,Starter,Black Comedy
31664162,Starter,Drama
24343673,Starter,Musical
206040085,Starter,Comedy
213117789,Starter,Comedy
53883989,Starter,Comedy
49551662,Starter,Drama
2062066,Starter,Drama
760167650,Starter,Action
23385416,Starter,Action
102608827,Starter,Drama
80281096,Starter,Horror
24004159,Starter,Adventure
14373825,Starter,Thriller/Suspense
1071240,Starter,Drama
9451946,Starter,Comedy
54997476,Starter,Thriller/Suspense
18319860,Starter,Adventure
34302837,Starter,Drama
22532572,Starter,Action
17321573,Starter,Comedy
9109322,Starter,Comedy
27151490,Starter,Comedy
138540870,Starter,Action
30157016,Starter,Action
5211842,Starter,Drama
1702112,Starter,Drama
32868349,Starter,Comedy
60355347,Starter,Black Comedy
15325127,Starter,Action
21799652,Starter,Romantic Comedy
5241315,Starter,Drama
15298133,Starter,Action
30306281,Starter,Comedy
8460000,Starter,Drama
11156471,Starter,Adventure
5946136,Starter,Thriller/Suspense
26599248,Starter,Thriller/Suspense
205343774,Starter,Action
21471685,Starter,Action
533345358,Starter,Action
10155691,Starter,Horror
280351,Starter,Comedy
28734552,Starter,Drama
127509326,Starter,Drama
60494212,Starter,Comedy
29374178,Starter,Thriller/Suspense
21731001,Starter,Romantic Comedy
1744858,Starter,Comedy
55849401,Starter,Comedy
163479795,Starter,Comedy
37879996,Starter,Comedy
39394666,Starter,Thriller/Suspense
57377916,Starter,Action
33302167,Starter,Comedy
3134509,Starter,Drama
63118386,Starter,Comedy
32543449,Starter,Drama
35930604,Starter,Drama
126631277,Starter,Comedy
475000,Starter,Comedy
22858926,Starter,Black Comedy
58855732,Starter,Action
8093373,Starter,Drama
22852487,Starter,Drama
7301288,Starter,Musical
2047570,Starter,Documentary
59843754,Starter,Comedy
131591957,Starter,Adventure
82195215,Starter,Adventure
8378141,Starter,Comedy
36351350,Starter,Comedy
3802390,Starter,Drama
47811275,Starter,Comedy
66432867,Starter,Drama
5792822,Starter,Drama
27066941,Starter,Action
4919896,Starter,Romantic Comedy
17498804,Starter,Comedy
117559438,Starter,Comedy
108638745,Starter,Action
16500786,Starter,Thriller/Suspense
6471394,Starter,Comedy
7262288,Starter,Comedy
21995263,Starter,Drama
58220776,Starter,Drama
5005899,Starter,Drama
18663911,Starter,Romantic Comedy
40203020,Starter,Romantic Comedy
71500556,Starter,Romantic Comedy
30060660,Starter,Thriller/Suspense
70141876,Starter,Action
140539099,Starter,Horror
26613620,Starter,Comedy
81676888,Starter,Action
52397389,Starter,Action
118594548,Starter,Comedy
255959475,Starter,Drama
26199517,Starter,Thriller/Suspense
4398392,Starter,Thriller/Suspense
16235738,Starter,Horror
9396870,Starter,Drama
0,Starter,Drama
3073392,Starter,Thriller/Suspense
90639088,Starter,Comedy
96493426,Starter,Comedy
1083350,Starter,Thriller/Suspense
52990775,Starter,Drama
14294842,Starter,Action
40118420,Starter,Drama
2185266,Starter,Drama
170708996,Starter,Drama
70165972,Starter,Comedy
0,,
30471,Starter,Action
0,Starter,Western
41523271,Starter,Comedy
11242801,Starter,Drama
94835059,Starter,Action
46752382,Starter,Horror
114053579,Starter,Comedy
26814957,Starter,Drama
66488090,Starter,Thriller/Suspense
7316658,Starter,Horror
2353728,Starter,Comedy
26410771,Starter,Drama
128505958,Starter,Comedy
121468960,Starter,Action
176087450,Starter,Action
227471070,Starter,Action
22619589,Starter,Comedy
15549702,Starter,Romantic Comedy
36779296,Starter,Drama
21576018,Starter,Documentary
11540607,Starter,Drama
9030581,Starter,Drama
23010607,Starter,Action
40334024,Starter,Comedy
6601079,Starter,Musical
4426297,Starter,Drama
58715510,Starter,Comedy
178287,Starter,Comedy
852206,Starter,Thriller/Suspense
2075743,Starter,Drama
16640210,Starter,Black Comedy
50159144,Starter,Thriller/Suspense
27163593,Starter,Thriller/Suspense
83043761,Starter,Drama
12232382,Starter,Romantic Comedy
118806699,Starter,Romantic Comedy
45779,Starter,Comedy
0,,
458232,Starter,Drama
16963963,Starter,Drama
900926,Starter,Comedy
27457409,Starter,Comedy
27362712,Starter,Romantic Comedy
4444637,Starter,Drama
450594,Starter,Thriller/Suspense
7800825,Starter,Comedy
366301,Starter,Drama
65070412,Starter,Comedy
75781642,Starter,Comedy
18621249,Starter,Comedy
60060328,Starter,Comedy
120831050,Starter,Action
68208190,Starter,Action
57924679,Starter,Thriller/Suspense
45506619,Starter,Comedy
107325195,Starter,Action
8586376,Starter,Comedy
1239183,Starter,Comedy
145382,Starter,Drama
5002310,Starter,Comedy
2380606,Starter,Comedy
353743,Starter,Comedy
26528684,Starter,Comedy
25534493,Starter,Drama
66458769,Starter,Comedy
63313159,Starter,Comedy
72779000,Starter,Comedy
6144806,Starter,Drama
21158188,Starter,Horror
3647381,Starter,Drama
8138000,Starter,Drama
25358996,Starter,Comedy
28750530,Starter,Drama
1060591,Starter,Romantic Comedy
137855863,Starter,Drama
17760244,Starter,Horror
244082982,Starter,Comedy
233632142,Starter,Drama
164606800,Starter,Drama
101018283,Starter,Comedy
3588602,Starter,Musical
40202379,Starter,Action
1276984,Starter,Black Comedy
16988996,Starter,Adventure
17200925,Starter,Drama
53359111,Starter,Adventure
220175,,
8047525,Starter,Comedy
40048332,Starter,Action
25590119,Starter,Adventure
5078660,Starter,Comedy
61280963,Starter,Thriller/Suspense
32003620,Starter,Thriller/Suspense
7871693,Starter,Adventure
206459076,Starter,Comedy
4299773,Starter,Thriller/Suspense
100814328,Starter,Action
125305545,Starter,Adventure
12006514,Starter,Romantic Comedy
170687518,Starter,Musical
135386665,Starter,Adventure
106793915,Starter,Adventure
138614544,Starter,Comedy
82571173,Starter,Comedy
2715657,Starter,Drama
11263966,Starter,Action
32404188,Starter,Horror
17016190,Starter,Horror
35552383,Starter,Thriller/Suspense
3075255,Starter,Thriller/Suspense
4617608,Starter,Drama
71309760,Starter,Drama
1031872,Starter,Drama
3629758,Starter,Drama
306715,Starter,Comedy
1055671,Starter,Drama
49526,Starter,Drama
82985708,Starter,Drama
61649911,Starter,Drama
51438175,Starter,Romantic Comedy
78750909,Starter,Drama
56709981,Starter,Drama
206678,Starter,Comedy
11540112,Starter,Comedy
622023,Starter,Western
139225854,Starter,Comedy
95632614,Starter,Drama
138711,Starter,Drama
137355633,Starter,Comedy
8135024,Starter,Comedy
378650,,
33987757,Starter,Drama
24148068,Starter,Comedy
93932896,Starter,Romantic Comedy
112735375,Starter,Romantic Comedy
2281585,Starter,Drama
75976178,Starter,Action
17804273,Starter,Drama
5488570,Starter,Drama
871577,Starter,Drama
119621,,
67264877,Starter,Drama
16007718,Starter,Drama
6113834,Starter,Drama
197148,,
23514247,Starter,Comedy
47545060,Starter,Comedy
100170152,Starter,Action
4694491,Starter,Comedy
146028,,
119452,Starter,Drama
101117573,Starter,Action
12212417,Starter,Drama
76118990,Starter,Thriller/Suspense
100920329,Starter,Drama
8291572,Starter,Drama
355968,Starter,Drama
23978402,Starter,Comedy
75286229,Starter,Adventure
29331068,Starter,Comedy
23364784,Starter,Thriller/Suspense
44906632,Starter,Drama
109205660,Starter,Comedy
2899970,Starter,Drama
27838408,Starter,Action
3357324,Starter,Drama
39123589,Starter,Horror
1954202,Starter,Drama
13019253,Starter,Comedy
34657731,Starter,Horror
28436931,Starter,Comedy
5217498,Starter,Thriller/Suspense
15164492,Starter,Action
6566773,Starter,Action
54557348,Starter,Drama
7009668,Starter,Drama
37188667,Starter,Drama
54228104,Starter,Drama
38230075,Starter,Drama
0,Starter,Thriller/Suspense
10047674,Starter,Thriller/Suspense
39462438,Starter,Drama
16929123,Starter,Drama
18208078,Starter,Drama
36985501,Starter,Adventure
16703799,Starter,Adventure
93375151,Starter,Comedy
493296,Starter,Drama
7563397,Starter,Drama
325491,Starter,Drama
22433915,Starter,Drama
489220,,
60786269,Starter,Drama
58640119,Starter,Comedy
19294901,Starter,Horror
254293,Starter,Drama
124870275,Starter,Comedy
66661095,Starter,Drama
7426671,Starter,Comedy
13235267,Starter,Comedy
104148781,Starter,Comedy
22672813,Starter,Thriller/Suspense
50406346,Starter,Drama
25662155,Starter,Comedy
574838,Starter,Comedy
102543518,Starter,Action
14435076,Starter,Thriller/Suspense
70107728,Starter,Adventure
1270522,Starter,Drama
25473093,Starter,Thriller/Suspense
16980098,Starter,Romantic Comedy
48548426,Starter,Comedy
98711404,Starter,Comedy
58990765,Starter,Horror
30101577,Starter,Thriller/Suspense
0,Starter,Horror
30226144,Starter,Drama
116735231,Starter,Action
476270,,
73648228,Starter,Action
17843379,Starter,Comedy
11718595,Starter,Documentary
4157491,Starter,Musical
952620,Starter,Horror
80014842,Starter,Drama
23106,Starter,Drama
96793,Starter,Action
10686841,Starter,Romantic Comedy
126293452,Starter,Comedy
13508635,Starter,Drama
11203026,Starter,Action
32241649,Starter,Romantic Comedy
42739347,Starter,Comedy
64038616,Starter,Thriller/Suspense
915840,Starter,Adventure
244885070,Starter,Comedy
22400154,Starter,Comedy
65535067,Starter,Comedy
42885593,Starter,Thriller/Suspense
32539681,Starter,Horror
28644813,Starter,Drama
2165637,Starter,Drama
30063805,Starter,Drama
19875,Starter,Thriller/Suspense
11273517,Starter,Action
6276869,Starter,Comedy
134529403,Starter,Action
9628751,Starter,Adventure
10020081,Starter,Comedy
1200216,Starter,Action
14190901,Starter,Comedy
115646235,Starter,Thriller/Suspense
17507368,Starter,Thriller/Suspense
5990075,Starter,Drama
9237470,Starter,Drama
7680,,
13337299,Starter,Drama
63257940,Starter,Comedy
15064948,Starter,Black Comedy
15427192,Starter,Comedy
81897,,
11008770,Starter,Action
19367,Starter,Thriller/Suspense
137748063,Starter,Adventure
480314,Starter,Action
7578946,Starter,Adventure
30651422,Starter,Comedy
45207112,Starter,Thriller/Suspense
10169202,Starter,Action
41954997,Starter,Drama
28212337,Starter,Horror
33422556,Starter,Drama
19421271,Starter,Adventure
5501940,Starter,Drama
8823109,Starter,Thriller/Suspense
140464664,Starter,Adventure
133311000,Starter,Drama
33000377,Starter,Horror
36316032,Starter,Action
42100625,Starter,Horror
128067808,Starter,Drama
36020063,Starter,Action
112950721,Starter,Comedy
144156605,Starter,Comedy
22734486,Starter,Comedy
32862104,Starter,Comedy
239962,,
32616869,Starter,Action
22163442,Starter,Horror
6543194,Starter,Drama
33685268,Starter,Drama
103365956,Starter,Musical
4217115,Starter,Comedy
10571408,Starter,Comedy
56398162,Starter,Comedy
11546543,Starter,Action
638227,Starter,Drama
26024456,Starter,Thriller/Suspense
2255000,Starter,Concert/Performance
40363530,Starter,Comedy
99147,,
80209692,Starter,Thriller/Suspense
29823162,Starter,Action
8580428,Starter,Comedy
144583,Starter,Thriller/Suspense
8112414,Starter,Drama
9818792,Starter,Comedy
4734235,Starter,Drama
80270227,Starter,Comedy
870067,Starter,Adventure
26214846,Starter,Comedy
0,,
15185241,Starter,Adventure
9652000,Starter,Comedy
75802010,Starter,Comedy
61007424,Starter,Drama
217536138,Starter,Thriller/Suspense
10977721,Starter,Action
6044618,Starter,Drama
64172251,Starter,Comedy
20035310,Starter,Romantic Comedy
4017609,Starter,Drama
21056221,Starter,Comedy
133411,,
43313890,Starter,Drama
22508689,Starter,Comedy
12574914,Starter,Drama
4170647,Starter,Comedy
3602884,Starter,Black Comedy
101440743,Starter,Thriller/Suspense
36443442,Starter,Thriller/Suspense
5580479,Starter,Drama
14943582,Starter,Black Comedy
24409722,Starter,Action
173398518,Starter,Comedy
30082699,Starter,Drama
22913677,Starter,Comedy
56330657,Starter,Action
11634458,Starter,Comedy
14060950,Starter,Drama
17504595,Starter,Drama
77437223,Starter,Documentary
28444855,Starter,Comedy
89296573,Starter,Adventure
127706877,Starter,Romantic Comedy
10660147,Starter,Drama
66889043,Starter,Action
11748661,Starter,Drama
51396781,Starter,Drama
111549836,Starter,Action
87707396,Starter,Thriller/Suspense
39177215,Starter,Thriller/Suspense
13548322,Starter,Comedy
39739367,Starter,Comedy
75030163,Starter,Adventure
125548685,Starter,Drama
26850426,Starter,Drama
78146373,Starter,Drama
34366518,Starter,Comedy
70527,Starter,Comedy
49388,Starter,Drama
17718223,Starter,Comedy
14843425,Starter,Drama
26673242,Starter,Horror
65705772,Starter,Drama
50047179,Starter,Musical
38311134,Starter,Comedy
75078,,
51957,Starter,Action
51758599,Starter,Action
75072454,Starter,Thriller/Suspense
41814863,Starter,Horror
9793406,Starter,Drama
2840417,Starter,Thriller/Suspense
10823158,Starter,Comedy
4835968,Starter,Action
55691208,Starter,Drama
40283321,Starter,Horror
88715192,Starter,Romantic Comedy
37036404,Starter,Romantic Comedy
22455510,Starter,Musical
60062868,Starter,Comedy
113433,Starter,Comedy
9103630,Starter,Musical
15901849,Starter,Drama
16670,Starter,Thriller/Suspense
28681080,Starter,Comedy
10178331,Starter,Drama
112276146,Starter,Action
46896664,Starter,Horror
54098051,Starter,Horror
66477700,Starter,Horror
13208023,Starter,Horror
10680275,Starter,Comedy
56131,Starter,Horror
63570862,Starter,Action
6592103,Starter,Thriller/Suspense
68353550,Starter,Comedy
154696080,Starter,Action
16757163,Starter,Drama
127120058,Starter,Action
144512310,Starter,Action
70231041,Starter,Adventure
119114517,Starter,Documentary
14363397,Starter,Documentary
31598308,Starter,Thriller/Suspense
298110,Starter,Horror
37030102,Starter,Drama
32131830,Starter,Adventure
51768623,Starter,Drama
14249005,Starter,Comedy
8123860,Starter,Action
374675,,
824295,Starter,Drama
4922166,Starter,Musical
53302314,Starter,Horror
33602376,Starter,Drama
4485485,Starter,Drama
148089,Starter,Thriller/Suspense
21000147,Starter,Drama
21009180,Starter,Adventure
31567134,Starter,Drama
92993801,Starter,Comedy
64665672,Starter,Comedy
13090630,Starter,Drama
14543943,Starter,Adventure
1173673,Starter,Drama
75764085,Starter,Comedy
13368437,Starter,Comedy
339714978,Starter,Adventure
52850,Starter,Comedy
0,Starter,Comedy
5204007,Starter,Action
10144010,Starter,Drama
131921738,Starter,Action
0,Starter,Comedy
89706988,Starter,Thriller/Suspense
13110448,Starter,Thriller/Suspense
52075270,Starter,Action
36605602,Starter,Drama
57176582,Starter,Comedy
110222438,Starter,Comedy
44983704,Starter,Drama
25514517,Starter,Action
66711892,Starter,Thriller/Suspense
13121555,Starter,Horror
65002019,Starter,Horror
33253609,Starter,Comedy
25885000,Starter,Drama
61255921,Starter,Drama
2503902,Starter,Drama
104374107,Starter,Adventure
2512846,Starter,Comedy
33451479,Starter,Drama
6755271,Starter,Horror
18622031,Starter,Drama
1661464,Starter,Drama
196857,Starter,Drama
45950122,Starter,Comedy
110550000,Starter,Comedy
51855045,Starter,Comedy
223202,Starter,Drama
17630465,Starter,Comedy
42071069,Starter,Comedy
5549923,Starter,Comedy
48265581,Starter,Thriller/Suspense
77730500,Starter,Drama
75367693,Starter,Comedy
18882880,Starter,Drama
12532777,Starter,Drama
20300218,Starter,Drama
4063859,Starter,Comedy
37667746,Starter,Comedy
12882934,Starter,Drama
1308696,Starter,Drama
6451628,Starter,Drama
22441,Starter,Romantic Comedy
3517797,Starter,Drama
0,,
254683,Starter,Drama
119436770,Starter,Adventure
38432823,Starter,Drama
14018296,Starter,Comedy
30113491,Starter,Horror
13052741,Starter,Drama
17951431,Starter,Thriller/Suspense
115802596,Starter,Action
13252641,Starter,Romantic Comedy
12008642,Starter,Thriller/Suspense
6087542,Starter,Romantic Comedy
48169156,Starter,Drama
150201498,Starter,Action
28871190,Starter,Drama
187683805,Starter,Action
4273372,Starter,Musical
4167493,Starter,Drama
35017297,Starter,Romantic Comedy
8434601,Starter,Action
136801374,Starter,Drama
375474,Starter,Drama
240425,Starter,Drama
31501218,Starter,Drama
102705852,Starter,Drama
1638202,Starter,Comedy
16875273,Starter,Black Comedy
4283255,Starter,Drama
10037390,Starter,Action
14334645,Starter,Thriller/Suspense
136314294,Starter,Action
277233,,
101643008,,
27276,Starter,Drama
138433435,Starter,Drama
41300105,Starter,Comedy
5108820,Starter,Drama
90648202,Starter,Comedy
11634362,Starter,Drama
71423726,Starter,Comedy
12178602,Starter,Comedy
2956339,Starter,Drama
10166502,Starter,Action
115879,Starter,Comedy
33579798,Starter,Drama
26782316,Starter,Drama
305260,Starter,Musical
35053660,Starter,Drama
105263257,Starter,Comedy
37899638,Starter,Adventure
14589444,Starter,Romantic Comedy
260044825,Starter,Comedy
25031037,Starter,Horror
30981850,Starter,Drama
56068547,Starter,Adventure
1115313,Starter,Comedy
28084357,Starter,Black Comedy
39143839,Starter,Horror
110359362,Starter,Horror
161094625,Starter,Comedy
3330230,Starter,Drama
68915888,Starter,Comedy
14967182,Starter,Drama
11560259,Starter,Romantic Comedy
1569918,Starter,Drama
3051221,Starter,Comedy
15543862,Starter,Romantic Comedy
6217849,Starter,Comedy
33392973,Starter,Horror
118823091,Starter,Musical
17394881,Starter,Comedy
4501094,Starter,Drama
1577287,Starter,Drama
0,,
227946274,Starter,Action
15849032,Starter,Comedy
64506874,Starter,Thriller/Suspense
2039192,Starter,Comedy
1024640,Starter,Horror
3337931,Starter,Drama
56653,Starter,Drama
1818681,Starter,Thriller/Suspense
48237389,Starter,Comedy
17044981,Starter,Horror
12634962,Starter,Horror
10199354,Starter,Horror
67286731,Starter,Western
51100486,Starter,Thriller/Suspense
51386611,Starter,Comedy
0,Starter,Romantic Comedy
37788228,Starter,Comedy
3067312,Starter,Musical
18098433,Starter,Adventure
21567853,Starter,Drama
23483357,Starter,Action
75986503,Starter,Action
59623958,Starter,Action
37485528,Starter,Comedy
1029017,Starter,Drama
53652140,Starter,Action
10494147,Starter,Drama
11050094,Starter,Action
10397365,Starter,Romantic Comedy
91188905,Starter,Horror
41543207,Starter,Thriller/Suspense
27277055,Starter,Comedy
12801190,Starter,Action
226792,,
90556401,Starter,Musical
2730296,Starter,Comedy
31493782,Starter,Drama
177784257,Starter,Romantic Comedy
39687694,Starter,Action
38108728,Starter,Comedy
18225165,Starter,Comedy
4714090,Starter,Comedy
20804166,Starter,Horror
41778863,Starter,Horror
2775593,Starter,Comedy
15567860,Starter,Action
55041738,Starter,Horror
30259652,Starter,Horror
12069719,Starter,Comedy
31841299,Starter,Drama
4886216,Starter,Comedy
65281781,Starter,Concert/Performance
50026353,Starter,Comedy
27669725,Starter,Thriller/Suspense
277322503,Starter,Comedy
36037909,Starter,Comedy
7164995,Starter,Drama
67383924,Starter,Drama
63280000,Starter,Romantic Comedy
73209340,Starter,Horror
304124,Starter,Drama
10513979,Starter,Black Comedy
30272254,Starter,Drama
12834849,Starter,Comedy
8117637,Starter,Comedy
60110313,Starter,Drama
154529439,Starter,Adventure
17544812,Starter,Horror
34636443,Starter,Action
47326473,Starter,Horror
13938332,Starter,Comedy
41675994,Starter,Drama
15652637,Starter,Drama
132675402,Starter,Comedy
32064800,Starter,Horror
14108518,Starter,Drama
31155435,Starter,Comedy
14010363,Starter,Comedy
261987880,Starter,Adventure
249538952,Starter,Adventure
290013036,Starter,Adventure
292004738,Starter,Adventure
301959197,Starter,Adventure
317557891,Starter,Adventure
198000317,Starter,Adventure
99112101,Starter,Adventure
40222729,Starter,Drama
19870567,Starter,Action
75383563,Starter,Drama
196067,,
539285,Starter,Drama
11965282,Starter,Horror
19076815,Starter,Drama
51019112,Starter,Comedy
3681066,Starter,Horror
23618786,Starter,Comedy
104257,,
217581231,Starter,Comedy
12784713,Starter,Comedy
132177234,Starter,Action
134806913,Starter,Adventure
100138851,Starter,Adventure
34234008,Starter,Action
334041,Starter,Drama
14700000,Starter,Drama
22202809,Starter,Drama
88200225,Starter,Comedy
4839383,Starter,Romantic Comedy
30207785,Starter,Action
8735529,Starter,Romantic Comedy
195330621,Starter,Adventure
196573705,Starter,Adventure
176387405,Starter,Adventure
24381334,Starter,Comedy
8038061,Starter,Drama
0,,
52131264,Starter,Thriller/Suspense
18542974,Starter,Comedy
12669914,Starter,Musical
4777465,Starter,Comedy
19528188,Starter,Comedy
10317779,Starter,Comedy
4023741,Starter,Horror
228524,Starter,Drama
40020622,Starter,Horror
72250091,Starter,Horror
14800725,Starter,Comedy
39868642,Starter,Drama
2205627,Starter,Comedy
7689458,Starter,Adventure
672243,Starter,Romantic Comedy
16123323,Starter,Comedy
6114237,Starter,Thriller/Suspense
285630280,Starter,Thriller/Suspense
4717455,Starter,Thriller/Suspense
14026509,Starter,Drama
320700,Starter,Drama
317023851,Starter,Adventure
12017369,Starter,Horror
1151330,Starter,Drama
33316821,Starter,Thriller/Suspense
315000,Starter,Thriller/Suspense
17303424,Starter,Adventure
63826569,Starter,Comedy
119725280,Starter,Comedy
88634237,Starter,Thriller/Suspense
28965197,Starter,Drama
67263182,Starter,Thriller/Suspense
97387965,Starter,Comedy
34105207,Starter,Drama
18451251,Starter,Comedy
15074191,Starter,Thriller/Suspense
221096,Starter,Comedy
144801023,Starter,Action
312128345,Starter,Adventure
318604126,Starter,Action
23159305,Starter,Adventure
617228,Starter,Black Comedy
35818913,Starter,Action
2954405,Starter,Comedy
33561137,Starter,Action
106126012,Starter,Adventure
12559771,Starter,Romantic Comedy
34645374,Starter,Comedy
39673162,Starter,Drama
54956941,Starter,Thriller/Suspense
6301131,Starter,Thriller/Suspense
4956401,Starter,Drama
62647540,Starter,Drama
3076820,Starter,Black Comedy
126930660,Starter,Action
160942139,Starter,Action
167365000,Starter,Action
169368427,Starter,Action
16204793,Starter,Thriller/Suspense
72778712,Starter,Comedy
64282312,Starter,Comedy
101704370,Starter,Adventure
27087695,Starter,Comedy
7496522,Starter,Comedy
37904175,Starter,Horror
28013509,Starter,Comedy
35623801,Starter,Horror
3909149,Starter,Western
31203964,Starter,Comedy
25266129,Starter,Comedy
703,,
399879,Starter,Drama
44452,Starter,Drama
48318130,Starter,Romantic Comedy
17326650,Starter,Romantic Comedy
14271297,Starter,Drama
47901582,Starter,Adventure
22770864,Starter,Comedy
10547117,Starter,Action
71026631,Starter,Drama
25571351,Starter,Adventure
1475746,,
14252830,Starter,Comedy
21973182,Starter,Thriller/Suspense
153952592,Starter,Romantic Comedy
30059386,Starter,Comedy
1282084,Starter,Drama
7739049,Starter,Drama
94125426,Starter,Comedy
80172128,Starter,Adventure
2678010,Starter,Drama
143495265,Starter,Comedy
181166115,Starter,Action
39852,,
56127162,Starter,Romantic Comedy
13571817,Starter,Comedy
82622655,Starter,Horror
35168966,Starter,Action
47095453,Starter,Romantic Comedy
4109095,Starter,Drama
66723216,Starter,Comedy
48071303,Starter,Action
38168022,Starter,Concert/Performance
36833473,Starter,Action
17104669,Starter,Action
176591618,Starter,Adventure
15000000,Starter,Comedy
52842724,Starter,Comedy
66207920,Starter,Action
70098138,Starter,Action
23247539,Starter,Comedy
47398413,Starter,Adventure
10214647,Starter,Drama
7025722,Starter,Romantic Comedy
60527873,Starter,Thriller/Suspense
218080025,Starter,Adventure
148761765,Starter,Romantic Comedy
76373029,Starter,Action
47467250,Starter,Action
33422806,Starter,Comedy
11660180,Starter,Drama
79957634,Starter,Thriller/Suspense
10319915,Starter,Action
50315140,Starter,Drama
73701902,Starter,Comedy
4008527,Starter,Comedy
4235837,Starter,Comedy
56083966,Starter,Adventure
15800078,Starter,Drama
5686694,Starter,Drama
16033556,Starter,Comedy
64604977,Starter,Drama
73357727,Starter,Thriller/Suspense
74541707,Starter,Action
39692139,Starter,Comedy
42285169,Starter,Drama
52330111,Starter,Drama
39263506,Starter,Thriller/Suspense
13592872,Starter,Comedy
49438370,Starter,Comedy
66790248,Starter,Thriller/Suspense
5956480,Starter,Comedy
3895664,Starter,Comedy
17848322,Starter,Romantic Comedy
20422207,Starter,Romantic Comedy
2339957,Starter,Thriller/Suspense
15680099,Starter,Comedy
5463019,Starter,Drama
91038276,Starter,Drama
20700082,Starter,Horror
4221341,Starter,Drama
40122938,Starter,Thriller/Suspense
256393010,Starter,Horror
31373938,Starter,Romantic Comedy
303439,Starter,Drama
13756082,Starter,Drama
14448589,Starter,Romantic Comedy
38399961,Starter,Comedy
50699241,Starter,Drama
181410615,Starter,Comedy
1190018,Starter,Action
12189514,Starter,Romantic Comedy
4835065,Starter,Drama
1138836,Starter,Drama
24006726,Starter,Comedy
19694635,Starter,Thriller/Suspense
64062587,Starter,Comedy
51432423,Starter,Comedy
145771527,Starter,Adventure
2016687,Starter,Drama
5871603,Starter,Drama
12905901,Starter,Drama
42734455,Starter,Comedy
53032453,Starter,Drama
54606,,
17606684,Starter,Drama
